Date,IWF,IWM,LILA,MTUM,SPY,VLUE,VXX
2018-09-24,-0.543958762886598,-1.0397938144329897,1.0,-0.0,-0.8305979381443299,-0.7093608247422681,0.0
2018-09-25,-0.5479017231428808,-1.0382141973781847,1.0,-0.0,-0.8294995465413473,-0.7067359221700058,0.0
2018-09-26,-0.5467447809225183,-1.0379981846687019,1.0,-0.0,-0.8305553263470582,-0.7104546579750803,0.0
2018-09-27,-0.5486729310913288,-1.0325173095944609,1.0,-0.0,-0.830201121002308,-0.7099406528189911,0.0
2018-09-28,-0.5458933212326225,-1.0370034239511572,1.0,-0.0,-0.8311125778639495,-0.7112330349408028,0.0
2018-10-01,-0.5499400306050706,-1.0371810248562803,1.0,-0.0,-0.8352702758592166,-0.7134290086438645,0.0
2018-10-02,-0.5575129533678757,-1.0162072538860103,1.0,-0.0,-0.8465492227979274,-0.7248082901554403,0.0
2018-10-03,-0.5643322818086226,-1.0041640378548897,1.0,-0.0,-0.8756677181913775,-0.7618927444794953,0.0
2018-10-04,-0.5674778296137519,-0.9979825999243475,1.0,-0.0,-0.8792922288067919,-0.758206195099399,0.0
2018-10-05,-0.5494041396613004,-0.9870374242107465,1.0,-0.0,-0.8825005226845076,-0.7624921597323856,0.0
2018-10-08,-0.5452004505444078,-0.9815193358641692,1.0,-0.0,-0.8846940052563514,-0.7602936882065829,0.0
2018-10-09,-0.53801096188444,-0.9844357976653696,1.0,-0.0,-0.8913852976862893,-0.7700933015355006,0.0
2018-10-10,-0.5375183092697217,-0.9851433354258213,1.0,-0.0,-0.8915672734881774,-0.7707470182046453,0.0
2018-10-11,-0.48392603129445233,-0.9590327169274538,1.0,-0.0,-0.8623450518187361,-0.7589107904897379,0.0
2018-10-12,-0.4851592229120769,-0.9457640696975765,1.0,-0.0,-0.8413378730222311,-0.7333066292809934,0.0
2018-10-15,-0.46952145082687546,-0.956539106814732,1.0,-0.0,-0.8371414875768954,-0.7314052888072222,0.0
2018-10-16,-0.4714862326659473,-0.9543619869719857,1.0,-0.0,-0.8381089397754066,-0.7323662230747712,0.0
2018-10-17,-0.44161977096532995,-0.902916059974027,1.0,-0.0,-0.8382983747196096,-0.7524694030144425,0.0
2018-10-18,-0.4434278502977481,-0.9083882162716409,1.0,-0.0,-0.8376779587490633,-0.7541901644516307,0.0
2018-10-19,-0.42837029215065126,-0.8952637960029725,1.0,-0.0,-0.8371074347843093,-0.7502444366224726,0.0
2018-10-22,-0.4285211680544154,-0.8913255932137133,1.0,-0.0,-0.8380438606778469,-0.7512607013017474,0.0
2018-10-23,-0.4255219145352709,-0.8935803532959932,1.0,-0.0,-0.8429360385413812,-0.754768712545533,0.0
2018-10-24,-0.4237619886474848,-0.8928557447641416,1.0,-0.0,-0.8432961440595028,-0.7547465257388921,0.0
2018-10-25,-0.38811611732688234,-0.8372769882068339,1.0,-0.0,-0.8389779256123374,-0.715489869972785,0.0
2018-10-26,-0.36559380957721205,-0.8213524728047549,1.0,-0.0,-0.8464356472655227,-0.704758700609323,0.0
2018-10-29,-0.34496988623689495,-0.8277938880214142,1.0,-0.0,-0.8367164844969887,-0.7082682727340324,0.0
2018-10-30,-0.32742901797343055,-0.8299780448777583,1.0,-0.0,-0.8392438507051687,-0.7245190339746214,0.0
2018-10-31,-0.33106910809214407,-0.8084391612522149,1.0,-0.0,-0.8346869462492617,-0.717476373301831,0.0
2018-11-01,-0.3317456801063358,-0.808115492541722,1.0,-0.0,-0.8348102200561216,-0.7175823364347954,0.0
2018-11-02,-0.3373432113254603,-0.777195041443556,1.0,-0.0,-0.8419276754932883,-0.7111054060001467,0.0
2018-11-05,-0.33067597354886114,-0.7999265246142542,1.0,-0.0,-0.8460323291697281,-0.6971344599559148,0.0
2018-11-06,-0.3287610782186592,-0.7987717427279079,1.0,-0.0,-0.8488213878571691,-0.701062773507888,0.0
2018-11-07,-0.32782065417126055,-0.7993017273061374,1.0,-0.0,-0.8472252848217567,-0.7007717750826902,0.0
2018-11-08,-0.3106113075493019,-0.7957933875259723,1.0,-0.0,-0.8384427514307585,-0.7003973316808223,0.0
2018-11-09,-0.3086056684924457,-0.8063081277800243,1.0,-0.0,-0.8527368304966364,-0.7083777524537735,0.0
2018-11-12,-0.30759095234609474,-0.7926945318790717,1.0,-0.0,-0.8553546592489568,-0.7044506258692629,0.0
2018-11-13,-0.29554478889657937,-0.789661578813158,1.0,-0.0,-0.8566901023642126,-0.7009944992896434,0.0
2018-11-14,-0.2935810068146846,-0.798746977357661,1.0,-0.0,-0.8631933758335165,-0.7082875357221367,0.0
2018-11-15,-0.2927703790428801,-0.7999414605590517,1.0,-0.0,-0.867188643348456,-0.6988511634713889,0.0
2018-11-16,-0.289033999708157,-0.7900189697942508,1.0,-0.0,-0.8651685393258428,-0.7037793667007151,0.0
2018-11-19,-0.28869025902955125,-0.7902225465158701,1.0,-0.0,-0.8654505654870485,-0.7039401678219628,0.0
2018-11-20,-0.24833260838045526,-0.780955487893287,1.0,-0.0,-0.8710308829926054,-0.7244091634043787,0.0
2018-11-21,-0.2535100003590793,-0.772666882114259,1.0,-0.0,-0.8678229020790692,-0.6967934216668462,0.0
2018-11-23,-0.25460804704869827,-0.7626407516316431,1.0,-0.0,-0.8713332855196156,-0.6974467474718496,0.0
2018-11-26,-0.2540951288576651,-0.7648302806552205,1.0,-0.0,-0.869672748127173,-0.6957597046489121,0.0
2018-11-27,-0.24979457682826622,-0.7641027473116359,1.0,-0.0,-0.8665642527955414,-0.6921153227823229,0.0
2018-11-28,-0.24974096966665474,-0.7658723069777411,1.0,-0.0,-0.865518596591518,-0.6917003108363999,0.0
2018-11-29,-0.2111724333121064,-0.754970636099908,1.0,-0.0,-0.8676855586216655,-0.7039906601570791,0.0
2018-11-30,-0.2121920964026227,-0.7582491582491582,1.0,-0.0,-0.8731171362750311,-0.700655679603048,0.0
2018-12-03,-0.20963513992206873,-0.759156925256819,1.0,-0.0,-0.8731845554374779,-0.7003542330853701,0.0
2018-12-04,-0.20052285734473257,-0.7637603334981983,1.0,-0.0,-0.8698155868013849,-0.6987917755952803,0.0
2018-12-06,-0.19337757452807483,-0.7060825912044838,1.0,-0.0,-0.8682735618746348,-0.6707010968607091,0.0
2018-12-07,-0.17986907277198572,-0.715977970974334,1.0,-0.0,-0.8792906376640919,-0.6885802362231997,0.0
2018-12-10,-0.14712343814362214,-0.7251476040093368,1.0,-0.0,-0.8877179733626253,-0.6726280378964712,0.0
2018-12-11,-0.16153766805350206,-0.7220369287900149,1.0,-0.0,-0.89395867001341,-0.6609015576109755,0.0
2018-12-12,-0.15860928293304846,-0.7251989938320527,1.0,-0.0,-0.8954205575273076,-0.6665862651183625,0.0
