Date,CFB,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-04-13,1.0,-0.6006696088875361,-1.1599452138182924,-0.29234515294475727,-0.7516359762593212,-0.0,0.0
2020-04-14,1.0,-0.6002369306022622,-1.178118312442678,-0.28435493732803424,-0.758751146438398,-0.0,0.0
2020-04-15,1.0,-0.5752313492516851,-1.2073955596176549,-0.25987280551429986,-0.7657184203511177,-0.0,0.0
2020-04-16,1.0,-0.571395740769113,-1.233798069557224,-0.250038302436035,-0.7750114907308105,-0.0,0.0
2020-04-17,1.0,-0.5666129774505292,-1.2486961190366621,-0.23972235005368922,-0.7799125632765762,-0.0,0.0
2020-04-20,1.0,-0.5648422755459692,-1.263490351654277,-0.2362207757192928,-0.7871201324962446,-0.0,0.0
2020-04-21,1.0,-0.5625961834410588,-1.2703908895044629,-0.23541859033548787,-0.7789319790704833,-0.0,0.0
2020-04-22,1.0,-0.5439400886443527,-1.290501299098273,-0.21091242549289316,-0.7754852514137246,-0.0,0.0
2020-04-23,1.0,-0.5321006087056391,-1.3143447800620192,-0.2025573293518625,-0.7793346349680333,-0.0,0.0
2020-04-24,1.0,-0.5313996704854592,-1.319399210697728,-0.20150197325568028,-0.7792635733169854,-0.0,0.0
2020-04-27,1.0,-0.5290021426385063,-1.3172635445362717,-0.20014539332721154,-0.7796908478726661,-0.0,0.0
2020-04-28,1.0,-0.5282131661442007,-1.3177995259576423,-0.19691872467314017,-0.7799908249866198,-0.0,0.0
2020-04-29,1.0,-0.5226299694189602,-1.3272935779816513,-0.19308103975535168,-0.7796636085626911,-0.0,0.0
2020-04-30,1.0,-0.524412227208223,-1.3401603191040539,-0.1895447397691098,-0.7813063322210716,-0.0,0.0
2020-05-01,1.0,-0.5241326432815794,-1.3408088940003833,-0.18711903392754453,-0.7815219474793943,-0.0,0.0
2020-05-04,1.0,-0.5180695333943275,-1.3343244891735284,-0.17989478499542544,-0.7798871607197316,-0.0,0.0
2020-05-05,1.0,-0.5185326418547895,-1.3340451494813912,-0.18139871873093352,-0.7793242830994509,-0.0,0.0
2020-05-06,1.0,-0.5267599121488845,-1.3433129118021039,-0.1795168188648711,-0.8035294570955189,-0.0,0.0
2020-05-07,1.0,-0.5252048863460647,-1.3478815524972938,-0.17879233029225297,-0.8139013452914797,-0.0,0.0
2020-05-08,1.0,-0.531800885299371,-1.3529937097149958,-0.1767492428360643,-0.8213481400947426,-0.0,0.0
2020-05-11,1.0,-0.5300446688677413,-1.359487279083317,-0.17257719945620506,-0.8221013789085259,-0.0,0.0
2020-05-12,1.0,-0.5350258580159849,-1.375293841090738,-0.1603588779188215,-0.8472026328161729,-0.0,0.0
2020-05-13,1.0,-0.530116719366046,-1.372760276378967,-0.15263301713705743,-0.8481477144084006,-0.0,0.0
2020-05-14,1.0,-0.5344894930083586,-1.3522381063979376,-0.16623701273338018,-0.8529802359190687,-0.0,0.0
2020-05-15,1.0,-0.5331615723933326,-1.3542569387516101,-0.1657883436780263,-0.8504118358902291,-0.0,0.0
2020-05-18,1.0,-0.5346758771416306,-1.3496468017015961,-0.1635639854817937,-0.8548569644460056,-0.0,0.0
2020-05-19,1.0,-0.5340722174355761,-1.3683324195190725,-0.15226756481554005,-0.8616746299052244,-0.0,0.0
2020-05-20,1.0,-0.5411872073644949,-1.3907229584953575,-0.15181334814697245,-0.8842155384493294,-0.0,0.0
2020-05-21,1.0,-0.5485572696027495,-1.4084006074654305,-0.14535209016065861,-0.8941331628167214,-0.0,0.0
2020-05-22,1.0,-0.547800727098398,-1.4100914865566698,-0.1437417602173305,-0.893412168910551,-0.0,0.0
2020-05-26,1.0,-0.5481318681318681,-1.4101898101898103,-0.14453546453546456,-0.8931468531468532,-0.0,0.0
2020-05-27,1.0,-0.5489490929433389,-1.407975705266523,-0.14672740350035965,-0.8921921201949973,-0.0,0.0
2020-05-28,1.0,-0.559841701311161,-1.3897505596418294,-0.1556603773584906,-0.892188999040614,-0.0,0.0
2020-05-29,1.0,-0.5572879187654913,-1.3970176701047414,-0.15183497241544736,-0.8916206924122493,-0.0,0.0
2020-06-01,1.0,-0.5605817773860086,-1.3910169084061221,-0.1618719448673772,-0.8933007452520234,-0.0,0.0
2020-06-02,1.0,-0.5647489245366462,-1.3860410887307522,-0.16620431793511037,-0.9033892172234954,-0.0,0.0
2020-06-03,1.0,-0.5645654096647101,-1.3849803007156065,-0.16913242743426873,-0.9015437806544987,-0.0,0.0
2020-06-04,1.0,-0.5661613927867798,-1.375497567448032,-0.18081299505448115,-0.8983153069840377,-0.0,0.0
2020-06-05,1.0,-0.5623668448767938,-1.3776580777424932,-0.1780359368091008,-0.9017164449089521,-0.0,0.0
2020-06-08,1.0,-0.5596967022386263,-1.3740672390275215,-0.17945117547941908,-0.8986600336997512,-0.0,0.0
2020-06-09,1.0,-0.5599389974716057,-1.3741220853232734,-0.18035879118673998,-0.8989444957258097,-0.0,0.0
2020-06-10,1.0,-0.5622617279987159,-1.3704402263333202,-0.18283237690115978,-0.8974677956579318,-0.0,0.0
2020-06-11,1.0,-0.5571687110396139,-1.3914337422079228,-0.16682083249547558,-0.9062939875326764,-0.0,0.0
2020-06-12,1.0,-0.543752720940357,-1.3489531800372025,-0.1836783155895041,-0.8813472117782087,-0.0,0.0
2020-06-15,1.0,-0.5441310282074613,-1.342841318194406,-0.18779918502986906,-0.8813941527871187,-0.0,0.0
2020-06-16,1.0,-0.5475544562355382,-1.3563791590201868,-0.2027048591717865,-0.8828692252453523,-0.0,0.0
2020-06-17,1.0,-0.5448572452514634,-1.3526460398996534,-0.20240512881774378,-0.8820929399115994,-0.0,0.0
2020-06-18,1.0,-0.5435745937961596,-1.3638069384007345,-0.19885025350313387,-0.8859435506407441,-0.0,0.0
2020-06-19,1.0,-0.5525850995504175,-1.3631181759794475,-0.20464033397559409,-0.8937861271676301,-0.0,0.0
2020-06-22,1.0,-0.5521637709137709,-1.3615267052767053,-0.2183075933075933,-0.8898809523809524,-0.0,0.0
2020-06-23,1.0,-0.5503501569669162,-1.3594944860339695,-0.21971343475810998,-0.8952346454157611,-0.0,0.0
2020-06-24,1.0,-0.5488988203084109,-1.3592623907879373,-0.2226516890123606,-0.8954382574384989,-0.0,0.0
2020-06-25,1.0,-0.5458237825230224,-1.3626090803072344,-0.2173161217678047,-0.8956046165600997,-0.0,0.0
2020-06-26,1.0,-0.5473005640612408,-1.3647864625302175,-0.21941982272361,-0.8975020145044319,-0.0,0.0
2020-06-29,1.0,-0.5403060609712014,-1.363336948226694,-0.2199060127726232,-0.8930393220066675,-0.0,0.0
2020-06-30,1.0,-0.5421449787268202,-1.3571084530785904,-0.2216825881030746,-0.8928714778839207,-0.0,0.0
2020-07-01,1.0,-0.5391523996632052,-1.3578846076741111,-0.21414538310412573,-0.8982799406599575,-0.0,0.0
2020-07-02,1.0,-0.5335444052580955,-1.366183071497275,-0.21084482205835203,-0.8971224751522924,-0.0,0.0
2020-07-06,1.0,-0.5352332852332853,-1.3662818662818663,-0.20971620971620972,-0.8971460638127304,-0.0,0.0
2020-07-07,1.0,-0.5297954936567014,-1.3709128746948414,-0.2056269260015208,-0.8957057669988394,-0.0,0.0
2020-07-08,1.0,-0.5292987512007684,-1.3730787704130645,-0.20341018251681076,-0.8967739353186038,-0.0,0.0
2020-07-09,1.0,-0.528451380552221,-1.3731492597038815,-0.20312124849939975,-0.8968787515006001,-0.0,0.0
